ENTRY,AEL VRH bulk modulus,atomic formation enthalpy,space group,Pearson symbol,DATA
Rb2Te1 [e7c5c7c5b4f9a113],11.4944,-1.01122,225 - Fm3m,cF12,"[API, Out, JSON ]"
Rb2Te4Y2 [e7d121efe2e99065],26.7965,-1.39963,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Rb4Te2 [1dff4665ff68a2de],12.5158,-0.952899,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Rb8Sb8 [8cf08ce1df285278],11.5673,-0.548019,19 - P212121,oP16,"[API, Out, JSON ]"
Sb1 [462bb5f411a8e076],59.7056,-0.183316,221 - Pm3m,cP1,"[API, Out, JSON ]"
Sb1Tl1 [035c219449edca3f],30.7389,0.0102785,216 - F43m,cF8,"[API, Out, JSON ]"
Sb1Y1 [c4c839a3ba80c695],58.9722,-1.28223,225 - Fm3m,cF8,"[API, Out, JSON ]"
Sb2Sr4 [97c214b186e991bf],27.4686,-0.940325,139 - I4/mmm,tI12,"[API, Out, JSON ]"
Sb2Y2Zr2 [f02b07cfc6734325],79.9434,-0.904541,139 - I4/mmm,tI12,"[API, Out, JSON ]"
Sb2Zr4 [df488c3596dd282a],106.871,-0.721646,139 - I4/mmm,tI12,"[API, Out, JSON ]"
Sb4Se12Tl12 [a38d3842bc09c46f],15.4473,-0.40056,198 - P213,cP28,"[API, Out, JSON ]"
Sb4Zr4 [de392fe5ed0db5b0],103.471,-0.834783,198 - P213,cP8,"[API, Out, JSON ]"
Sb6Si2Zr10 [79e7ba831b71aa30],115.117,-0.888099,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Sb6Sr10 [5c6b84f5e53d12c2],30.1386,-1.09003,193 - P63/mcm,hP16,"[API, Out, JSON ]"
Sb6Tl21 [f7933008a130dc06],26.0444,-0.066535,229 - Im3m,cI54,"[API, Out, JSON ]"
Sb6Y8 [9d284b0e2cc08045],65.7944,-1.12788,220 - I43d,cI28,"[API, Out, JSON ]"
Sb6Zr6 [19a2db25529e85d4],93.3358,-0.826535,63 - Cmcm,oS24,"[API, Out, JSON ]"
Sb8Zr10 [9fd9c28e5fd4b28c],107.446,-0.784775,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Se12Sr4Zr4 [f8bd7aedd6409450],43.3434,-1.60341,62 - Pnma,oP20,"[API, Out, JSON ]"
Se1Sr1 [8451928b649b9e7f],41.0111,-2.07122,225 - Fm3m,cF8,"[API, Out, JSON ]"
Se1Tl1 [5ebc0f014499d22b],36.9111,-0.080961,221 - Pm3m,cP2,"[API, Out, JSON ]"
Se1Y1 [6675449ac1e1c290],79.3722,-1.76627,225 - Fm3m,cF8,"[API, Out, JSON ]"
Se4Tl4 [1129ad921009085f],22.369,-0.279236,140 - I4/mcm,tI16,"[API, Out, JSON ]"
Se6 [7d6a2e6c742211e5],19.0167,0.533444,227 - Fd3m,cF24,"[API, Out, JSON ]"
Si106 [d28694a0827a1a1c],65.7248,0.178483,137 - P42/nmc,tP106,"[API, Out, JSON ]"
Si10Sr10 [dbb92a31d1be602f],41.2233,-0.420749,71 - Immm,oI40,"[API, Out, JSON ]"
Si12Sr2 [37dacff32cbe2223],74.5701,-0.0838014,63 - Cmcm,oS28,"[API, Out, JSON ]"
Si2 [1e52c555bf94367a],89.0944,-1.20E-05,227 - Fd3m,cF8,"[API, Out, JSON ]"
Si2 [51dc1417e5b587bc],107.803,0.291852,141 - I41/amd,tI4,"[API, Out, JSON ]"
Si2 [760658ac24d836f7],107.322,0.291876,141 - I41/amd,tI4,"[API, Out, JSON ]"
Si2Sr4 [b2c68f1ee957adf3],30.2447,-0.290439,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Si2Y2 [149e01fa7fe56270],89.9409,-0.851728,63 - Cmcm,oS8,"[API, Out, JSON ]"
Si2Zr2 [27b31a054bfd7432],143.955,-0.935298,63 - Cmcm,oS8,"[API, Out, JSON ]"
Si2Zr4 [3cbb89aceb65d7eb],127.611,-0.781275,140 - I4/mcm,tI12,"[API, Out, JSON ]"
Si34 [336d342eccc91ed6],61.4778,0.339606,227 - Fd3m,cF136,"[API, Out, JSON ]"
Si4 [a853db3825c8a64a],89.0036,0.0111143,194 - P63/mmc,hP4,"[API, Out, JSON ]"
Si4 [98e7e07c7a209bf7],81.4088,0.100989,139 - I4/mmm,tI8,"[API, Out, JSON ]"
Si4 [20a474bdfc8057ac],89.0009,0.0111083,194 - P63/mmc,hP4,"[API, Out, JSON ]"
Si40 [b3f24a1c163b7e13],72.6769,0.0794809,191 - P6/mmm,hP40,"[API, Out, JSON ]"
Si41 [474bef052b06e59a],73.4222,0.109867,217 - I43m,cI82,"[API, Out, JSON ]"
Si46 [5c0a166d6f99ed4f],76.0333,0.0626397,223 - Pm3n,cP46,"[API, Out, JSON ]"
Si4Sr2 [a2ccb8c1cb177f1c],52.9924,-0.36594,141 - I41/amd,tI12,"[API, Out, JSON ]"
Si4Sr8 [f3dc42a35f56efd6],29.0757,-0.368373,62 - Pnma,oP12,"[API, Out, JSON ]"
Si4Y2 [4f01445c6697d0ed],84.781,-0.541425,141 - I41/amd,tI12,"[API, Out, JSON ]"
Si4Zr2 [0a2aea5c8588c44a],123.064,-0.653884,63 - Cmcm,oS12,"[API, Out, JSON ]"
Si4Zr4 [777ef5e197aab58b],142.004,-0.934173,62 - Pnma,oP8,"[API, Out, JSON ]"
Si6 [c16a53a9044497fa],67.5056,0.222214,229 - Im3m,cI12,"[API, Out, JSON ]"
Si6Sr10 [127659e53a1b38d8],32.6003,-0.395778,108 - I4cm,tI32,"[API, Out, JSON ]"
Si6Zr10 [5c363b4dd6e0208a],127.929,-0.819769,193 - P63/mcm,hP16,"[API, Out, JSON ]"
Si8 [3653e3e40329f003],84.684,0.15803,206 - Ia3,cI16,"[API, Out, JSON ]"
Si8 [f731cf9724e27115],81.0592,0.0691056,12 - C2/m,mS16,"[API, Out, JSON ]"
Si82 [8e1da8819de201f8],72.5401,0.128537,15 - C2/c,mS164,"[API, Out, JSON ]"
Si8Sr4 [821011ffeb0a548e],58.0722,-0.361911,212 - P4332,cP12,"[API, Out, JSON ]"
Sr1 [4f01f9799983fd51],11.1778,6.10E-05,225 - Fm3m,cF4,"[API, Out, JSON ]"
Sr1Te1 [cb1f9acfa0aecb58],31.9333,-1.7462,225 - Fm3m,cF8,"[API, Out, JSON ]"
Sr1Te1 [866a544848305c9a],36.0167,-1.50678,221 - Pm3m,cP2,"[API, Out, JSON ]"
Sr1Tl1 [fe4e8bc133dd6bd4],26.3667,-0.432435,221 - Pm3m,cP2,"[API, Out, JSON ]"
Sr2 [91f8e6a03809ef58],11.6072,0.002556,194 - P63/mmc,hP2,"[API, Out, JSON ]"
Sr2Tl4 [9b752e7c90f5d4d7],28.2712,-0.340373,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Te1Y1 [5b984958dbe89502],60.5444,-1.31002,225 - Fm3m,cF8,"[API, Out, JSON ]"
Te1Zr1 [69a50dc8799998f2],95.1389,-0.901472,187 - P6m2,hP2,"[API, Out, JSON ]"
Te2 [a8c395dc70d63e16],49.0778,0.0426415,221 - Pm3m,cP1,"[API, Out, JSON ]"
Te2Zr2 [2569fc8b7fa52c87],89.0906,-0.626066,194 - P63/mmc,hP4,"[API, Out, JSON ]"
Te2Zr2 [a1f42ab2e5ed413b],94.5331,-0.845843,194 - P63/mmc,hP4,"[API, Out, JSON ]"
Te4Y2 [0a9eef79f2c13231],57.1402,-1.16338,129 - P4/nmm,tP6,"[API, Out, JSON ]"
Te4Zr4 [98d578e9d4fed7dd],91.4831,-0.874989,62 - Pnma,oP8,"[API, Out, JSON ]"
Tl1 [b097c396dc7bb87c],29.6552,0.019456,139 - I4/mmm,tI2,"[API, Out, JSON ]"
Tl1Y1 [7a534e0fe4e0e735],54.4722,-0.374189,221 - Pm3m,cP2,"[API, Out, JSON ]"
Tl3Y1 [c08b23695db01790],46.4056,-0.233924,221 - Pm3m,cP4,"[API, Out, JSON ]"
Y2 [5a12ca65b4afe176],41.5471,-0.0005895,194 - P63/mmc,hP2,"[API, Out, JSON ]"
Zr2 [05869eb713002f0e],94.658,-0.0001755,194 - P63/mmc,hP2,"[API, Out, JSON ]"
